RID,Act ID,"Establishment Name
Site City-State-Zip",County,Primary/Site NAICS,Receipt Date,Receipt Type,Formality,Insp ID,Addl' Code,Hazard Desc and Location,No Alleged Hazards/No Emp Exposed,weight,Industry_code
01-120-00,C-1614701,"Radiology Associates of Hartford, P.C.
9 Cranbrook Boulevard, Suite 102, ENFIELD, CONNECTICUT, 06082",HARTFORD,"621512 /
621512",2020-07-01,Mail,Formal,,N-16-COVID-19: ,"The facility does not have adequate policies and procedures implemented to reduce employees' exposure to COVID-19 in that:

1.  Employees enter the building without wearing a mask and there is no screening done as employees enter the building.

2.  Employees at the front desk do not wear a mask while greeting patients.

3.  Pens and clipboards are not sanitized between uses.

4.  Employees in the call center and at workstations are not spaced to allow for social distancing and do not wear masks.

5.  Employees in the call center are issued one mask to be worn for a week and technologists are issued one mask to be worn for a month.

6.  Common areas are not cleaned throughout the day such as restrooms, water coolers, coffee makers, microwave ovens and sinks.

7.  Proper cleaning supplies are not provided for employees to disinfect work areas.  Cleaning supplies that are labeled as containing alcohol actually contain baby wipes with an unknown ""disinfectant"" that was poured into the container of wipes.  The employer has not provided information to employees on what cleaner/disinfectant really is, including the EPA Registration number or Safety Data Sheet.

8.  There is no time allowed to clean imaging rooms and equipment.  The block of time that was built into the schedule for cleaning has been over-ridden in order to allow double booking for patient imaging.  

9.  Employees who were exposed to COVID-19 and/or were awaiting testing for COVID-19 were told that they did not have to self-quarantine for 14 days unless they were exhibiting symptoms.  Employees who tested positive were asked to return to work.

10.  Hand sanitizer is not provided throughout the facility such as in waiting rooms and in offices.

11.  There are not procedures in place to maximize social distancing in common areas such as controlling pedestrian traffic in hallways.

In your response, please provide a copy of the policies and procedures that have been implemented to reduce employees' exposure to COVID-19, including any documentation of employee training.  Also include product information for the cleaner/disinfectant that is being added to baby wipes for cleaning surfaces.

","/
",1,62
01-120-00,C-1621803,"Columbia Ford Thunderbird Cafe
234 Route 6, COLUMBIA, CONNECTICUT, 06237",TOLLAND,"722211 /
722211",2020-07-14,Email,Nonformal,,N-16-COVID-19: ,"Employees are exposed to COVID-19 hazards, in that PPE such as face masks are not being used.","1/
100",1,72
01-120-00,C-1622828,"Warburton Day Care
420 Brookfield St, HARTFORD, CONNECTICUT, 06105",HARTFORD,"624410 /
624410",2020-07-15,Phone,Nonformal,,N-16-COVID-19: ,Employees are required to continue to work when other coworkers or children at the day care have tested positive. Please provide the type of PPE provided and cleaning schedule for the facility in your response.,"1/
10",1,62
01-120-00,C-1623151,"Day Kimball Hospital
320 Pomfret Street, PUTNAM, CONNECTICUT, 06260",WINDHAM,"622110 /
622110",2020-07-15,Phone,Nonformal,,N-16-COVID-19: ,"1.  Staff in the following departments are not adhering to CDC social distancing protocols implemented by the hospital: Emergency Department, Intensive Care Unit and Med. Surgery.  Staff are congregating in small office spaces to hold meetings.

2.  Staff are not wearing masks properly.
  ","2/
300",1,62
01-120-00,C-1625430,"Damato Chiropractic Center of Glastonbury
730 Hebron Avenue, GLASTONBURY, CONNECTICUT, 06033",HARTFORD,"621310 /
621310",2020-07-20,Online,Nonformal,,N-16-COVID-19: ,"Not following CDC COVID-19 guidelines, not wearing masks, not enforcing the wearing of masks, sharing of towels for multiple patients, not checking temperatures, allowing waiting rooms (Social distancing). 

In your response, please provide information on how you are addressing social distancing; following CDC, State, and local guidance on reducing number of people in a space; disinfection practices; personal protective equipment (PPE) and training for your employees.","1/
20",1,62
01-120-00,C-1625468,"New London Dental Care
258 Frontage Rd, NEW LONDON, CONNECTICUT, 06320",NEW LONDON,"621210 /
621210",2020-07-16,Phone,Nonformal,,N-16-COVID-19: ,"Employees are exposed to COVID-19 virus in that, PPE is  not being worn and social distancing is not being practiced.","1/
10",1,62
01-120-00,C-1625515,"Staples Distribution Center
15 Ridge Road, PUTNAM, CONNECTICUT, 06260",WINDHAM,"493110 /
493110",2020-07-17,Phone,Nonformal,,N-16-COVID-19: ,"1. Employees and temporary workers who use powered pallet jacks are not provided powered industrial truck training.

2. Pallet jacks are being driven unsafely at high rates of speed.  Employees have been bumped and struck by pallet jacks and the operators have not been taken off the vehicles and retrained after a near miss incident.

3. Employees in the warehouse are not wearing appropriate personal protective equipment, such as protective footwear, when impact from powered industrial vehicles is likely.

4. The company has not taken steps to protect employees from COVID-19.  Employees are not wearing face coverings properly and are not practicing social distancing.
","4/
200",1,49
01-120-00,C-1625574,"PRO COURIER, INC.
25 HURLBUT STREET, WEST HARTFORD, CONNECTICUT, 06110",HARTFORD,"492110 /
492110",2020-07-17,Phone,Nonformal,,N-16-COVID-19: ,"Employees may be exposed to COVID-19 virus in that, state quarantining protocols for hot spot travel areas are not being adhered to. ","1/
15",1,49
01-120-00,C-1625827,"Unimetal Surface Finishing
135 South Main Street, THOMASTON, CONNECTICUT, 06787",LITCHFIELD,"332813 /
332813",2020-07-17,Phone,Nonformal,,N-16-COVID-19: ,"Employees are not adequately provided with masks and usage is not enforced, potentially exposing staff to COVID-19 virus.","1/
100",1,33
01-120-00,C-1627059,"DEPARTMENT OF VETERANS AFFAIRS
555 WILLARD AVENUE, NEWINGTON, CONNECTICUT, 06111",HARTFORD,"923140 /
923140",2020-07-21,Phone,Nonformal,,N-16-COVID-19: ,"Area of concern is in the Records Department - ROI

1. Not able to social distance from the Veteran/Patient population while conducting business.
2. Face masks are not being distributed equitably. Employees only have one mask per week. 
3. No barrier, such as, Plexiglass in the work area.  ","3/
5",1,92
01-120-00,C-1629649,"Langley's Restaurant
28 Lamphere Road, WATERFORD, CONNECTICUT, 06385",NEW LONDON,"722210 /
722210",2020-07-23,Phone,Nonformal,,N-16-COVID-19: ,"Concerns about social distancing, mask wearing, and sanitizing employee work areas. 

In your response, please provide information on how you are addressing social distancing; following CDC, State, and local guidance on reducing number of people in a space; disinfection practices; personal protective equipment (PPE) and training for your employees.","3/
10",1,72
01-120-00,C-1629663,"Hampton Inn
1432 Pleasant Valley Road, MANCHESTER, CONNECTICUT, 06042",HARTFORD,"721110 /
721110",2020-07-23,Phone,Nonformal,,N-16-COVID-19: ,"1. Employee believes that the cleaning products being used to clean guest rooms are substandard and do not comply with CDC guidelines. 
2. Concern that improper cleaning puts employees and guests at risk. 

In your response, please provide information on how you are addressing social distancing; following CDC, State, and local guidance on reducing number of people in a space; disinfection practices; personal protective equipment (PPE) and training for your employees.","1/
50",1,72
01-120-00,C-1630757,"Dattco-Corp. office School Bus
2 Unity Drive, MOOSUP, CONNECTICUT, 06354",WINDHAM,"485410 /
485410",2020-07-27,Online,Nonformal,,N-16-COVID-19: ,The employer is encouraging car pooling of groups of five or six to a meeting instead of social distancing.  We do social distance one at the meeting.,"1/
25",1,48
01-120-00,C-1631100,"COMPANION INDUSTRIES INC
891 W QUEEN STREET, SOUTHINGTON, CONNECTICUT, 06489",HARTFORD,"333514 /
333514",2020-07-27,Phone,Nonformal,,N-16-COVID-19: ,Two employees tested positive for the COVID 19 virus and no evidence of quarantining follow employees do to their possible exposure.,"1/
50",1,33
01-120-00,C-1632050,"David E. Palozej Eye Care Associates
72 West Stafford Road, #2, STAFFORD SPRINGS, CONNECTICUT, 06076",TOLLAND,"621320 /
621320",2020-07-28,Online,Nonformal,,N-16-COVID-19: ,"Employer refuses to follow COVID re-opening guidelines. No protection for employees, not following CDC reopening guidance. ","1/
10",1,62
01-120-00,C-1635674,"Hospital for Special Care
2150 Corbin Avenue, NEW BRITAIN, CONNECTICUT, 06053",HARTFORD,"622310 /
622310",2020-08-03,Online,Nonformal,,N-16-COVID-19: ,"Staff may be exposed to fecal matter, urine, vomit and food waste in bathrooms, patient bedrooms and common areas. Company may not provide basic cleaning supplies. Additionally, there has been no increased cleaning/ sanitizing of common areas to protect against Covid19. 

Location: Autism In-Patient Unit","1/
1",1,62
01-120-00,C-1636699,"Manchester Memorial Hospital
71 Haynes Street, MANCHESTER, CONNECTICUT, 06040",HARTFORD,"622110 /
622110",2020-08-04,Phone,Nonformal,,N-16-COVID-19: ,Employer is providing employees altered respirators which may negate the manufacture's certification.,"1/
1",1,62
01-120-00,C-1639878,"Manchester Family Dental, LLC.
945 Main Street, Suite 302, MANCHESTER, CONNECTICUT, 06042",HARTFORD,"621210 /
621210",2020-08-11,Online,Nonformal,,N-16-COVID-19: ,"1.  Employees are operating high power hand pieces, which generate aerosolized particles.  Appropriate personal protective equipment procedures have not been put in place.

2.  The office is not appropriately sanitized following CDC guidelines.  Non-sterile impressions are left loose.

In your written response, please provide a copy of your respiratory protection program, the types of personal protective equipment provided for employee use, and a copy of your respirator fit test results.
","2/
11",1,62
01-120-00,C-1639898,"National Research Associates, Inc.
2138 Silas Deane Highway, Suite 101, ROCKY HILL, CONNECTICUT, 06067",HARTFORD,"813990 /
813990",2020-08-07,Online,Nonformal,,N-16-COVID-19: ,"The employer is not following State, local, and CDC guidelines such as:

1.  The wearing of masks is not enforced;
2.  Social distancing is not enforced;
3.  Employees are not allowed to Telework when able to;
4.  The employer is not adequately sanitizing the work area when employees are exhibiting COVID-19 like symptoms.","1/
12",1,81
01-120-00,C-1644715,"Interpreters and Translators, Inc.
232 Williams Street East, GLASTONBURY, CONNECTICUT, 06033",HARTFORD,"541930 /
541930",2020-08-17,Online,Nonformal,,N-16-COVID-19: ,"1.  The employer does not have adequate policies to protect employees from COVID-19.  Fourteen employees sit in a room in close proximity to each other, not maintaining a six foot distance.  Many employees remove their masks throughout the day.","1/
12",1,54
01-120-00,C-1653625,"Dunkin Donuts
1083 Burnside Avenue, EAST HARTFORD, CONNECTICUT, 06108",HARTFORD,"722513 /
722513",2020-09-01,Online,Nonformal,,N-16-COVID-19: ,"Employees are not wearing their masks completely covering their nose and mouth.  They are also not wearing gloves.
","1/
10",1,72
01-509-00,C-1560631,"Town of Orange Board of Education
Board of Education, 637 Schoolhouse Lane, ORANGE, CONNECTICUT, 06477",NEW HAVEN,"611110 /
611110",2020-03-27,Mail,Formal,1471634.0,N-16-COVID-19: ,"HAZARD DESCRIPTION:
Due to the Coronavirus, custodians in all 4 schools were told clean schools using Hillyard QT Plus, QT3 cleaner. The Superintendent said we don't need any protective gear including masks. According to the website full suits, goggles and respirators need to be used. One custodian has a rash, two custodians called the respiratory problems. We voiced our concerns to our union steward and was told we can't do anything. 
The Superintendent said we have told we can't said we have to use this chemical and safety gear is not required. Two employees have asthma and all custodians are having respiratory problems.
HAZARD DESCRIPTION:
Peck Place School
Race Brook School, 107 Grannis Road
Mary L. Tracy School, 650 Schoolhouse Lane
Turkey Hill School, 441 Turkey Hill Road
","/
",1,61
01-509-00,C-1580375,"Milford Transit District
259 Research Drive, MILFORD, CONNECTICUT, 06460",NEW HAVEN,"485991 /
485991",2020-04-28,Fax,Formal,1473758.0,N-16-COVID-19: ,"HAZARD DESCRIPTION:
Employer scheduling employees (operators) to disinfect buses without the proper Personal Protective Equipment (PPE) and materials to safely perform the job/task.

Employer hasn't provided any training in the proper disinfecting of buses and how to properly discard materials after use.

HAZARD LOCATION:
The Maintenance Department/Garage
","/
",1,48
01-509-00,C-1581734,"City of Hartford Public Schools
Various Locations, HARTFORD, CONNECTICUT, 06103",HARTFORD,"611110 /
611110",2020-04-20,Online,Nonformal,,N-16-COVID-19: ,"HAZARD DESCRIPTION:
COVID-19 Complaint

HAZARD LOCATION:
Various School Locations","1/
10",1,61
